sample_id,height,width,feature_bicubic_psnr_vs_vae,rf_1step_psnr_vs_vae,rf_4step_psnr_vs_vae,feature_bicubic_ssim_vs_vae,rf_1step_ssim_vs_vae,rf_4step_ssim_vs_vae,rf_1step_psnr_vs_raw,rf_4step_psnr_vs_raw,rgb_l1_bicubic_vs_vae,rgb_l1_rf_1step_vs_vae,rgb_l1_rf_4step_vs_vae,gate_mean
img082,1024,1024,24.800327176525943,30.253526471670746,29.903595339216892,0.8054251670837402,0.9018349647521973,0.8989510536193848,29.707988390651114,29.39079837312011,0.06022097170352936,0.03649934008717537,0.03901254013180733,0.9986908435821533
img083,1024,992,17.40502518072159,20.820463774298965,20.509495264280353,0.4450525939464569,0.6942341923713684,0.6935667395591736,20.65376025896314,20.372183874146724,0.1691795289516449,0.11012889444828033,0.11367493122816086,0.9973119497299194
img084,1024,1024,23.434798080986955,27.324038965224396,27.057717758651396,0.603295087814331,0.7865189909934998,0.7856673002243042,26.723022773753588,26.50516618326634,0.08761169761419296,0.055124253034591675,0.0569780096411705,0.9994865655899048
img085,672,1024,22.43585542724317,26.527520328468942,26.28145821275462,0.7731984853744507,0.8805709481239319,0.8796910643577576,25.988460857743334,25.792727944582865,0.07084494084119797,0.04419129714369774,0.04598401486873627,0.9603737592697144
img086,768,1024,24.7761784088558,28.596734717078732,28.381748810019573,0.7520090341567993,0.8537275195121765,0.8535849452018738,28.19830780647945,28.053940045729004,0.05875321105122566,0.039847008883953094,0.041534673422575,0.9936646223068237
img087,1024,1024,20.470727623972028,26.11884651845806,25.917506055358388,0.6826003789901733,0.8654656410217285,0.8644708395004272,25.66961103335141,25.531413215715023,0.09364795684814453,0.04999580234289169,0.05129942297935486,0.9962776303291321
img088,672,1024,15.144103736933886,18.02257687822142,17.78640165199492,0.277438759803772,0.5300611853599548,0.5328884720802307,17.778902785263526,17.566446849180963,0.23565375804901123,0.16573263704776764,0.16945549845695496,0.9990167617797852
img089,1024,768,22.049198445047672,25.112570483981806,24.85157501709242,0.5011961460113525,0.7093952894210815,0.7101744413375854,24.86606423193939,24.637162328971907,0.10625050216913223,0.07289312034845352,0.07513262331485748,0.9971485137939453
img090,672,1024,28.11518754046498,35.34428573426153,34.733919537142306,0.8520732522010803,0.9587308764457703,0.9567618370056152,34.456926703503584,33.89621849709666,0.04248242452740669,0.019930968061089516,0.021600261330604553,0.9974284768104553
img091,672,1024,18.323235197662168,21.404208931613525,21.182217513604567,0.36751165986061096,0.593043863773346,0.5929819941520691,21.07779886505197,20.86971325948667,0.16491396725177765,0.11544975638389587,0.11829493194818497,0.9992490410804749
img092,688,1024,13.504635466059705,17.243740548515415,17.109732801656477,0.3461274802684784,0.6239026784896851,0.625749945640564,17.105033859044138,16.98340470781393,0.2566201686859131,0.1563963145017624,0.15810592472553253,0.9929257035255432
img093,768,1024,20.93628281671033,26.83110769921949,26.370019171735002,0.7419331669807434,0.8849275708198547,0.8784566521644592,26.622390204393813,26.20425398923929,0.09572764486074448,0.04857075214385986,0.05192674323916435,0.9993600845336914
img094,768,1024,22.38937819048319,25.7230397954403,25.444966327396443,0.5942896008491516,0.7527894973754883,0.7509010434150696,25.414227190783542,25.174002365590518,0.08668521046638489,0.05878297612071037,0.06046916916966438,0.9698901176452637
img095,768,1024,15.621578064092796,18.819960586021992,18.590067493586933,0.1785726696252823,0.4455689489841461,0.45063939690589905,18.550338944031417,18.355792107856562,0.23611555993556976,0.1668337732553482,0.17056682705879211,0.9992644190788269
img096,768,1024,18.40910362461498,23.57199192584728,23.25814823732913,0.6074824333190918,0.8354042172431946,0.8336177468299866,23.158233970728325,22.932450212214214,0.13038446009159088,0.07312271744012833,0.07615840435028076,0.9796354174613953
img097,672,1024,19.92947596394497,23.257078241648085,23.003732816756823,0.5479073524475098,0.7434098720550537,0.7424378395080566,22.9131004329289,22.70480213943461,0.12610037624835968,0.08272620290517807,0.08503295481204987,0.9814872145652771
img098,672,1024,16.237509119100114,18.535364874325076,18.26405740917461,0.27243369817733765,0.48194247484207153,0.4834597408771515,18.40866256075581,18.157779505934815,0.21443217992782593,0.1616024523973465,0.16524071991443634,0.9989774823188782
img099,800,1024,18.832918326488326,23.11560170633612,22.93254476648545,0.46808284521102905,0.7288387417793274,0.7323575019836426,22.44883680308846,22.298159608951664,0.13910208642482758,0.08444024622440338,0.08620941638946533,0.9604172110557556
img100,1024,1024,19.166366272345012,23.136674181675826,22.823074394151497,0.4806242883205414,0.6672543287277222,0.6615884304046631,21.328499597041336,21.124194743684264,0.1392405927181244,0.08870133012533188,0.09159912914037704,0.9994487762451172
