dataset,sample_id,mode,height,width,psnr_vs_vae,ssim_vs_vae,psnr_vs_raw,ssim_vs_raw,base_psnr_rgb,base_ssim_rgb,base_l1_rgb,base_grad_l1,hf_energy,hf_gain_vs_base_up,hf_error_vs_vae,lf_drift_vs_base
FLUX179_x2_unpaired,img_0000136,rf_1step,2048,2048,nan,nan,nan,nan,33.0066145863391,0.9332870244979858,0.013395702466368675,0.02360478974878788,0.011891170404851437,0.9987246908349121,nan,0.017053497955203056
FLUX179_x2_unpaired,img_0000137,feature_bicubic,2048,2048,nan,nan,nan,nan,28.927543753227035,0.8084584474563599,0.019254952669143677,0.045674849301576614,0.02563314139842987,1.9063989797583547,nan,0.015136676840484142
FLUX179_x2_unpaired,img_0000137,rf_1step,2048,2048,nan,nan,nan,nan,30.973613669404585,0.8837239146232605,0.017040042206645012,0.03784710913896561,0.016536206007003784,1.2298378014158262,nan,0.01877128891646862
FLUX179_x2_unpaired,img_0000138,feature_bicubic,2048,2048,nan,nan,nan,nan,33.892449030153536,0.9624273180961609,0.010801064781844616,0.014060987159609795,0.007679535076022148,1.6513959937539715,nan,0.015509149059653282
FLUX179_x2_unpaired,img_0000138,rf_1step,2048,2048,nan,nan,nan,nan,35.58767618924196,0.978010892868042,0.013296613469719887,0.009611476212739944,0.004929328337311745,1.0599955580059732,nan,0.024255475029349327
FLUX179_x2_unpaired,img_0000139,feature_bicubic,2048,2048,nan,nan,nan,nan,28.92010244468522,0.8898353576660156,0.020117027685046196,0.04136369377374649,0.02319052815437317,1.6682241941897045,nan,0.018115345388650894
FLUX179_x2_unpaired,img_0000139,rf_1step,2048,2048,nan,nan,nan,nan,33.05878197418802,0.9586762189865112,0.014546222984790802,0.025945326313376427,0.014461083337664604,1.0402664802412633,nan,0.01895153895020485
FLUX179_x2_unpaired,img_0000140,feature_bicubic,2048,2048,nan,nan,nan,nan,29.956554969516816,0.8938781023025513,0.014752676710486412,0.03200937807559967,0.01849007047712803,1.9271463588030813,nan,0.013727961108088493
FLUX179_x2_unpaired,img_0000140,rf_1step,2048,2048,nan,nan,nan,nan,33.33356719994662,0.9452544450759888,0.01245393231511116,0.02424927055835724,0.01175308134406805,1.2249768298587504,nan,0.0159311406314373
FLUX179_x2_unpaired,img_0000141,feature_bicubic,2048,2048,nan,nan,nan,nan,34.29226980298775,0.9470243453979492,0.011426168493926525,0.0180521197617054,0.010369936004281044,1.6308570343878277,nan,0.014770250767469406
